Fclt Building Address Key,Fclt Building Key,Fiscal Period,Fclt Building Address Hist Key,Building Number,Address Purpose,Address City Id,Is E911 Address,Street Number,Street Number Suffix,Pre Directional,Street Name,Street Suffix,Post Directional,City,State,Postal Code,Warehouse Load Date
64-MAIL,64,201601,64-MAIL-201601,64,MAIL,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64-PARCL1,64,201601,64-PARCL1-201601,64,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64-STREET,64,201601,64-STREET-201601,64,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64B-E911_1,64B,201601,64B-E911_1-201601,64B,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64B-STREET,64B,201601,64B-STREET-201601,64B,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64G-E911_1,64G,201601,64G-E911_1-201601,64G,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64G-STREET,64G,201601,64G-STREET-201601,64G,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64W-E911_1,64W,201601,64W-E911_1-201601,64W,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
64W-STREET,64W,201601,64W-STREET-201601,64W,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
66-E911_1,66,201601,66-E911_1-201601,66,E911_1,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
66-MAIL,66,201601,66-MAIL-201601,66,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
66-PARCL1,66,201601,66-PARCL1-201601,66,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
66-STREET,66,201601,66-STREET-201601,66,STREET,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,08/01/15 05:12 AM
W79-STREET,W79,201601,W79-STREET-201601,W79,STREET,4628,"",229,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W84-E911_1,W84,201601,W84-E911_1-201601,W84,E911_1,589,"",550,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W84-MAIL,W84,201601,W84-MAIL-201601,W84,MAIL,589,"",550,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W84-PARCL1,W84,201601,W84-PARCL1-201601,W84,PARCL1,"","",MEM531R,"","","","","","","",02139,08/01/15 05:12 AM
W84-PARCL2,W84,201601,W84-PARCL2-201601,W84,PARCL2,"","",MEM531,"","","","","","","",02139,08/01/15 05:12 AM
W84-STREET,W84,201601,W84-STREET-201601,W84,STREET,589,"",550,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85-E911_1,W85,201601,W85-E911_1-201601,W85,E911_1,591,"",540,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85-MAIL,W85,201601,W85-MAIL-201601,W85,MAIL,"","",WESTGATE,"","","","","","","",02139,08/01/15 05:12 AM
W85-PARCL1,W85,201601,W85-PARCL1-201601,W85,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85-STREET,W85,201601,W85-STREET-201601,W85,STREET,"","",540,"","",MEMORIAL,DR,(Rear),CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85A-E911_1,W85A,201601,W85A-E911_1-201601,W85A,E911_1,26740,"",11,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85A-PARCL1,W85A,201601,W85A-PARCL1-201601,W85A,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85A-STREET,W85A,201601,W85A-STREET-201601,W85A,STREET,26740,"",11,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85ABC-E911_1,W85ABC,201601,W85ABC-E911_1-201601,W85ABC,E911_1,26740,"",11,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85ABC-E911_2,W85ABC,201601,W85ABC-E911_2-201601,W85ABC,E911_2,27034,"",13,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85ABC-E911_3,W85ABC,201601,W85ABC-E911_3-201601,W85ABC,E911_3,27325,"",15,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85ABC-STREET,W85ABC,201601,W85ABC-STREET-201601,W85ABC,STREET,"","",11-13-15,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85B-E911_1,W85B,201601,W85B-E911_1-201601,W85B,E911_1,27034,"",13,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85B-PARCL1,W85B,201601,W85B-PARCL1-201601,W85B,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85B-STREET,W85B,201601,W85B-STREET-201601,W85B,STREET,27034,"",13,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85C-E911_1,W85C,201601,W85C-E911_1-201601,W85C,E911_1,27325,"",15,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85C-PARCL1,W85C,201601,W85C-PARCL1-201601,W85C,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85C-STREET,W85C,201601,W85C-STREET-201601,W85C,STREET,27325,"",15,"","",AUDREY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85D-E911_1,W85D,201601,W85D-E911_1-201601,W85D,E911_1,28662,"",292,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85D-PARCL1,W85D,201601,W85D-PARCL1-201601,W85D,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85D-STREET,W85D,201601,W85D-STREET-201601,W85D,STREET,28662,"",292,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85DE-E911_1,W85DE,201601,W85DE-E911_1-201601,W85DE,E911_1,588,"",290,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85DE-E911_2,W85DE,201601,W85DE-E911_2-201601,W85DE,E911_2,28662,"",292,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85DE-STREET,W85DE,201601,W85DE-STREET-201601,W85DE,STREET,"","",292-290,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85E-E911_1,W85E,201601,W85E-E911_1-201601,W85E,E911_1,588,"",290,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85E-PARCL1,W85E,201601,W85E-PARCL1-201601,W85E,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85E-STREET,W85E,201601,W85E-STREET-201601,W85E,STREET,588,"",290,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85F-E911_1,W85F,201601,W85F-E911_1-201601,W85F,E911_1,28625,"",286,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85F-PARCL1,W85F,201601,W85F-PARCL1-201601,W85F,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85F-STREET,W85F,201601,W85F-STREET-201601,W85F,STREET,28625,"",286,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85FG-E911_1,W85FG,201601,W85FG-E911_1-201601,W85FG,E911_1,590,"",284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85FG-E911_2,W85FG,201601,W85FG-E911_2-201601,W85FG,E911_2,28625,"",286,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85FG-STREET,W85FG,201601,W85FG-STREET-201601,W85FG,STREET,"","",286-284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85G-E911_1,W85G,201601,W85G-E911_1-201601,W85G,E911_1,590,"",284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85G-PARCL1,W85G,201601,W85G-PARCL1-201601,W85G,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85G-STREET,W85G,201601,W85G-STREET-201601,W85G,STREET,590,"",284,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85H-E911_1,W85H,201601,W85H-E911_1-201601,W85H,E911_1,"","",282,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85H-PARCL1,W85H,201601,W85H-PARCL1-201601,W85H,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85H-STREET,W85H,201601,W85H-STREET-201601,W85H,STREET,"","",282,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85HJK-E911_1,W85HJK,201601,W85HJK-E911_1-201601,W85HJK,E911_1,592,"",278,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85HJK-E911_2,W85HJK,201601,W85HJK-E911_2-201601,W85HJK,E911_2,28605,"",280,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85HJK-E911_3,W85HJK,201601,W85HJK-E911_3-201601,W85HJK,E911_3,28610,"",282,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85HJK-STREET,W85HJK,201601,W85HJK-STREET-201601,W85HJK,STREET,"","",282-280-278,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85J-E911_1,W85J,201601,W85J-E911_1-201601,W85J,E911_1,"","",280,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85J-STREET,W85J,201601,W85J-STREET-201601,W85J,STREET,"","",280,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85K-E911_1,W85K,201601,W85K-E911_1-201601,W85K,E911_1,"","",278,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W85K-PARCL1,W85K,201601,W85K-PARCL1-201601,W85K,PARCL1,"","",MEM545R,"","","","","","","",02139,08/01/15 05:12 AM
W85K-STREET,W85K,201601,W85K-STREET-201601,W85K,STREET,"","",278,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W89-E911_1,W89,201601,W89-E911_1-201601,W89,E911_1,6323,"",301,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W89-MAIL,W89,201601,W89-MAIL-201601,W89,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W89-STREET,W89,201601,W89-STREET-201601,W89,STREET,6323,"",301,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W91-E911_1,W91,201601,W91-E911_1-201601,W91,E911_1,587,"",565,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W91-E911_2,W91,201601,W91-E911_2-201601,W91,E911_2,29751,"",570,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W91-MAIL,W91,201601,W91-MAIL-201601,W91,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W91-PARCL1,W91,201601,W91-PARCL1-201601,W91,PARCL1,"","",MEM565,"","","","","","","",02139,08/01/15 05:12 AM
W91-STREET,W91,201601,W91-STREET-201601,W91,STREET,"","",565-570,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W92-E911_1,W92,201601,W92-E911_1-201601,W92,E911_1,6289,"",304,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W92-MAIL,W92,201601,W92-MAIL-201601,W92,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W92-STREET,W92,201601,W92-STREET-201601,W92,STREET,6289,"",304,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W98-E911_1,W98,201601,W98-E911_1-201601,W98,E911_1,9269,"",600,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W98-MAIL,W98,201601,W98-MAIL-201601,W98,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W98-STREET,W98,201601,W98-STREET-201601,W98,STREET,9269,"",600,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW15-E911_1,WW15,201601,WW15-E911_1-201601,WW15,E911_1,25455,"",350,"","",BROOKLINE,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW15-MAIL,WW15,201601,WW15-MAIL-201601,WW15,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW15-PARCL1,WW15,201601,WW15-PARCL1-201601,WW15,PARCL1,"","",BRO350,"","","","","","","",02139,08/01/15 05:12 AM
WW15-STREET,WW15,201601,WW15-STREET-201601,WW15,STREET,25455,"",350,"","",BROOKLINE,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW25-E911_1,WW25,201601,WW25-E911_1-201601,WW25,E911_1,31908,"",142,"","",WAVERLY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW25-E911_2,WW25,201601,WW25-E911_2-201601,WW25,E911_2,"","",631,"","",PUTNAM,"","",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW25-E911_3,WW25,201601,WW25-E911_3-201601,WW25,E911_3,"","",9,"","",CHESTNUT,"","",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW25-MAIL,WW25,201601,WW25-MAIL-201601,WW25,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
WW25-STREET,WW25,201601,WW25-STREET-201601,WW25,STREET,31908,"",142,"","",WAVERLY,ST,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
OC25-STREET,OC25,201601,OC25-STREET-201601,OC25,STREET,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,08/01/15 05:12 AM
OC26-E911_1,OC26,201601,OC26-E911_1-201601,OC26,E911_1,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,08/01/15 05:12 AM
OC26-MAIL,OC26,201601,OC26-MAIL-201601,OC26,MAIL,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,08/01/15 05:12 AM
OC26-STREET,OC26,201601,OC26-STREET-201601,OC26,STREET,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,08/01/15 05:12 AM
OC31-E911_1,OC31,201601,OC31-E911_1-201601,OC31,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC31-STREET,OC31,201601,OC31-STREET-201601,OC31,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC31A-E911_1,OC31A,201601,OC31A-E911_1-201601,OC31A,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC31A-STREET,OC31A,201601,OC31A-STREET-201601,OC31A,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC32-E911_1,OC32,201601,OC32-E911_1-201601,OC32,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC32-STREET,OC32,201601,OC32-STREET-201601,OC32,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC32A-E911_1,OC32A,201601,OC32A-E911_1-201601,OC32A,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC32A-STREET,OC32A,201601,OC32A-STREET-201601,OC32A,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC32B-E911_1,OC32B,201601,OC32B-E911_1-201601,OC32B,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC32B-STREET,OC32B,201601,OC32B-STREET-201601,OC32B,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC33-E911_1,OC33,201601,OC33-E911_1-201601,OC33,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC33-STREET,OC33,201601,OC33-STREET-201601,OC33,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC35-E911_1,OC35,201601,OC35-E911_1-201601,OC35,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC35-STREET,OC35,201601,OC35-STREET-201601,OC35,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC36-E911_1,OC36,201601,OC36-E911_1-201601,OC36,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC36-STREET,OC36,201601,OC36-STREET-201601,OC36,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC36A-E911_1,OC36A,201601,OC36A-E911_1-201601,OC36A,E911_1,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC36A-STREET,OC36A,201601,OC36A-STREET-201601,OC36A,STREET,"","",244,"","",WOOD,ST,"",LEXINGTON,MA,02421,08/01/15 05:12 AM
OC40-E911_1,OC40,201601,OC40-E911_1-201601,OC40,E911_1,"","",100,"","",BIGELOW,ST,"",HOLYOKE,MA,01040,08/01/15 05:12 AM
OC40-STREET,OC40,201601,OC40-STREET-201601,OC40,STREET,"","",100,"","",BIGELOW,ST,"",HOLYOKE,MA,01040,08/01/15 05:12 AM
W1-E911_1,W1,201601,W1-E911_1-201601,W1,E911_1,677,"",305,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W1-MAIL,W1,201601,W1-MAIL-201601,W1,MAIL,677,"",305,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02139,08/01/15 05:12 AM
W1-PARCL1,W1,201601,W1-PARCL1-201601,W1,PARCL1,"","",MEM300,"","","","","","","",02139,08/01/15 05:12 AM
57-E911_1,57,201602,57-E911_1-201602,57,E911_1,31036,"",6,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
57-MAIL,57,201602,57-MAIL-201602,57,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
57-PARCL1,57,201602,57-PARCL1-201602,57,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
57-STREET,57,201602,57-STREET-201602,57,STREET,31036,"",6,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
62-E911_1,62,201602,62-E911_1-201602,62,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62-MAIL,62,201602,62-MAIL-201602,62,MAIL,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62-PARCL1,62,201602,62-PARCL1-201602,62,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62-STREET,62,201602,62-STREET-201602,62,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62H-E911_1,62H,201602,62H-E911_1-201602,62H,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62H-STREET,62H,201602,62H-STREET-201602,62H,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62M-E911_1,62M,201602,62M-E911_1-201602,62M,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62M-STREET,62M,201602,62M-STREET-201602,62M,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62W-E911_1,62W,201602,62W-E911_1-201602,62W,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
62W-STREET,62W,201602,62W-STREET-201602,62W,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64-E911_1,64,201602,64-E911_1-201602,64,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64-MAIL,64,201602,64-MAIL-201602,64,MAIL,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64-PARCL1,64,201602,64-PARCL1-201602,64,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64-STREET,64,201602,64-STREET-201602,64,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64B-E911_1,64B,201602,64B-E911_1-201602,64B,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64B-STREET,64B,201602,64B-STREET-201602,64B,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64G-E911_1,64G,201602,64G-E911_1-201602,64G,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64G-STREET,64G,201602,64G-STREET-201602,64G,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64W-E911_1,64W,201602,64W-E911_1-201602,64W,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
64W-STREET,64W,201602,64W-STREET-201602,64W,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
66-E911_1,66,201602,66-E911_1-201602,66,E911_1,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
66-MAIL,66,201602,66-MAIL-201602,66,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
66-PARCL1,66,201602,66-PARCL1-201602,66,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
66-STREET,66,201602,66-STREET-201602,66,STREET,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
68-E911_1,68,201602,68-E911_1-201602,68,E911_1,25345,"",31,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
68-MAIL,68,201602,68-MAIL-201602,68,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
68-PARCL1,68,201602,68-PARCL1-201602,68,PARCL1,"","",AME31,"","","","","","","",02142,09/01/15 05:12 AM
68-STREET,68,201602,68-STREET-201602,68,STREET,25345,"",31,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
76-E911_1,76,201602,76-E911_1-201602,76,E911_1,31707,"",500,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
76-MAIL,76,201602,76-MAIL-201602,76,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
76-STREET,76,201602,76-STREET-201602,76,STREET,31707,"",500,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E1-E911_1,E1,201602,E1-E911_1-201602,E1,E911_1,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E1-MAIL,E1,201602,E1-MAIL-201602,E1,MAIL,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E1-PARCL1,E1,201602,E1-PARCL1-201602,E1,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E1-STREET,E1,201602,E1-STREET-201602,E1,STREET,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E2-E911_1,E2,201602,E2-E911_1-201602,E2,E911_1,29136,"",4,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E2-E911_2,E2,201602,E2-E911_2-201602,E2,E911_2,"","",70,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E2-MAIL,E2,201602,E2-MAIL-201602,E2,MAIL,"","",70,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E2-PARCL1,E2,201602,E2-PARCL1-201602,E2,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E2-STREET,E2,201602,E2-STREET-201602,E2,STREET,29136,"",4,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E14-E911_1,E14,201602,E14-E911_1-201602,E14,E911_1,31393,"",75,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E14-MAIL,E14,201602,E14-MAIL-201602,E14,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
E14-STREET,E14,201602,E14-STREET-201602,E14,STREET,31393,"",75,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E15-E911_1,E15,201602,E15-E911_1-201602,E15,E911_1,25342,"",20,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E15-MAIL,E15,201602,E15-MAIL-201602,E15,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
E15-PARCL1,E15,201602,E15-PARCL1-201602,E15,PARCL1,"","",MAI364,"","","","","","","",02142,09/01/15 05:12 AM
E15-PARCL2,E15,201602,E15-PARCL2-201602,E15,PARCL2,"","",AME12,"","","","","","","",02142,09/01/15 05:12 AM
E15-STREET,E15,201602,E15-STREET-201602,E15,STREET,25342,"",20,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E17-E911_1,E17,201602,E17-E911_1-201602,E17,E911_1,29173,"",40,"","",AMES,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
E17-MAIL,E17,201602,E17-MAIL-201602,E17,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
