Subject Key,Subject Offered Summary Key,Master Subject Key,Composite Subject Key,Term Code,Master Course Number,Master Course Number Sort,Master Course Number Desc,Master Subject Id,Master Subject Id Sort,Course Number,Course Number Sort,Course Number Desc,Subject Id,Subject Id Sort,Subject Title,Section Id,Is Master Section,Is Lecture Section,Is Lab Section,Is Recitation Section,Is Design Section,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Meet Time,Meet Place,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Form Type,Form Type Desc,Subject Enrollment Number,Section Enrollment Number,Cluster Enrollment Number,Evaluate This Subject,Is Ose Subject,Is Created By Data Warehouse,Subject Grouping Key,Warehouse Load Date,Num Enrolled Students,Subject Summary Key,Is Repeatable Subject
00560R061998FA,5.601998FA,00560R061998FA,5.601998FA,1998FA,5,5,Chemistry,5.6,5.6,5,5,Chemistry,5.6,5.6,Thermodynamics & Kinetics,R06,N,N,N,Y,N,5,Chemistry,Science,,,R1,  2-147,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495902B0327E0440003BACE90BC,5/8/01 0:00,0,5.601998FA,N
00560AR041998FA,5.60A1998FA,00560AR041998FA,5.60A1998FA,1998FA,5,5,Chemistry,5.60A,  5.60A,5,5,Chemistry,5.60A,  5.60A,5.60 Testing for GASP,R04,N,N,N,Y,N,5,Chemistry,Science,,,R10,  2-139,,,,N,Not for graduate credit,,,,,,N,,N,86CD649591BE0327E0440003BACE90BC,5/8/01 0:00,0,5.60A1998FA,N
005610001998FA,5.611998FA,005610001998FA,5.611998FA,1998FA,5,5,Chemistry,5.61,5.61,5,5,Chemistry,5.61,5.61,Physical Chemistry,0,Y,N,N,N,N,5,Chemistry,Science,"Ceyer, Sylvia",900024456,,,,,,N,Not for graduate credit,,,47,47,,N,,N,86CD6495902C0327E0440003BACE90BC,5/8/01 0:00,47,5.611998FA,N
00561R051998FA,5.611998FA,00561R051998FA,5.611998FA,1998FA,5,5,Chemistry,5.61,5.61,5,5,Chemistry,5.61,5.61,Physical Chemistry,R05,N,N,N,Y,N,5,Chemistry,Science,,,T9,  2-139,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495902C0327E0440003BACE90BC,5/8/01 0:00,0,5.611998FA,N
005931L011998FA,5.9311998FA,005931L011998FA,5.9311998FA,1998FA,5,5,Chemistry,5.931,5.931,5,5,Chemistry,5.931,5.931,Seminar: Physical Chemistry,L01,N,Y,N,N,N,5,Chemistry,Science,,,T4,  2-105,,,,H,Higher level graduate program,,,,,,N,,N,86CD649591C20327E0440003BACE90BC,5/8/01 0:00,0,5.9311998FA,Y
0060010001998FA,6.0011998FA,0060010001998FA,6.0011998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.001,6.001,6,6,Electrical Eng & Computer Sci,6.001,6.001,Struct & Interp:Computer Progs,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Boning, Duane",900027757,,,,,,N,Not for graduate credit,,,161,161,,N,,N,86CD649591CA0327E0440003BACE90BC,5/8/01 0:00,161,6.0011998FA,N
00512R201998FA,5.121998FA,00512R201998FA,5.121998FA,1998FA,5,5,Chemistry,5.12,5.12,5,5,Chemistry,5.12,5.12,Organic Chemistry I,R20,N,N,N,Y,N,5,Chemistry,Science,,,TR10, 13-4101,,,,N,Not for graduate credit,,,,,,N,,N,86CD649590250327E0440003BACE90BC,5/8/01 0:00,0,5.121998FA,N
0043930001998FA,4.3931998FA,0043930001998FA,4.3931998FA,1998FA,4,4,Architecture,4.393,4.393,4,4,Architecture,4.393,4.393,Spec Problems: Visual Arts,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Bard, Perry",900042053,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD649591730327E0440003BACE90BC,5/8/01 0:00,0,4.3931998FA,Y
0043960001998FA,4.3961998FA,0043960001998FA,4.3961998FA,1998FA,4,4,Architecture,4.396,4.396,4,4,Architecture,4.396,4.396,Spec Problems: Visual Arts,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Wodiczko, Krzysztof",900024240,,,,,,H,Higher level graduate program,,,1,1,,N,,N,86CD649591760327E0440003BACE90BC,5/8/01 0:00,1,4.3961998FA,Y
004405L011998FA,4.4051998FA,004405L011998FA,4.4051998FA,1998FA,4,4,Architecture,4.405,4.405,4,4,Architecture,4.405,4.405,Materials & Construction,L01,N,Y,N,N,N,4,Architecture,Architecture and Planning,,,TR11-12.30,  1-132,,,,G,Graduate program,,,,,,N,,N,86CD6495917A0327E0440003BACE90BC,5/8/01 0:00,0,4.4051998FA,N
0044110001998FA,4.4111998FA,0044110001998FA,4.4111998FA,1998FA,4,4,Architecture,4.411,4.411,4,4,Architecture,4.411,4.411,Building Technology Lab,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Norford, Leslie",900021662,,,,,,N,Not for graduate credit,,,20,20,,N,,N,86CD6495917D0327E0440003BACE90BC,5/8/01 0:00,20,4.4111998FA,N
004420001998FA,4.421998FA,004420001998FA,4.421998FA,1998FA,4,4,Architecture,4.42,4.42,4,4,Architecture,4.42,4.42,Fundamentals of Energy: Buildg,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Glicksman, Leon",900026100,,,J,Joint subject,"1.42, 2.45, 4.42",N,Not for graduate credit,,,8,8,13,N,,N,86CD649590200327E0440003BACE90BC,5/8/01 0:00,8,4.421998FA,N
0044290001998FA,4.4291998FA,0044290001998FA,4.4291998FA,1998FA,4,4,Architecture,4.429,4.429,4,4,Architecture,4.429,4.429,Spec Probs: Energy in Building,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Caso, Renee",900018588,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649591800327E0440003BACE90BC,5/8/01 0:00,0,4.4291998FA,Y
0044480001998FA,4.4481998FA,0044480001998FA,4.4481998FA,1998FA,4,4,Architecture,4.448,4.448,4,4,Architecture,4.448,4.448,Spec Probs: Structural Design,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Caso, Renee",900018588,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649591820327E0440003BACE90BC,5/8/01 0:00,0,4.4481998FA,Y
0044530001998FA,4.4531998FA,0044530001998FA,4.4531998FA,1998FA,4,4,Architecture,4.453,4.453,4,4,Architecture,4.453,4.453,Bldg Tech in Real Estate Decis,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Morse-Fortier, Leonard",LMORS4,,,,,,G,Graduate program,,,24,24,,N,,N,86CD649591850327E0440003BACE90BC,5/8/01 0:00,24,4.4531998FA,N
0044970001998FA,4.4971998FA,0044970001998FA,4.4971998FA,1998FA,4,4,Architecture,4.497,4.497,4,4,Architecture,4.497,4.497,Spec Probs: Building Tech,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Caso, Renee",900018588,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD6495918D0327E0440003BACE90BC,5/8/01 0:00,0,4.4971998FA,Y
004614R011998FA,4.6141998FA,004614R011998FA,4.6141998FA,1998FA,4,4,Architecture,4.614,4.614,4,4,Architecture,4.614,4.614,Religious Arch & Islam Culture,R01,N,N,N,Y,N,4,Architecture,Architecture and Planning,,,MW12.30-2,  3-133,,,,N,Not for graduate credit,,,,,,N,,N,86CD649591910327E0440003BACE90BC,5/8/01 0:00,0,4.6141998FA,N
004623R011998FA,4.6231998FA,004623R011998FA,4.6231998FA,1998FA,4,4,Architecture,4.623,4.623,4,4,Architecture,4.623,4.623,Technology &the Modern Project,R01,N,N,N,Y,N,4,Architecture,Architecture and Planning,,,M9.30-12.30,  5-216,,,,H,Higher level graduate program,,,,,,N,,N,86CD649591930327E0440003BACE90BC,5/8/01 0:00,0,4.6231998FA,N
0046350001998FA,4.6351998FA,0046350001998FA,4.6351998FA,1998FA,4,4,Architecture,4.635,4.635,4,4,Architecture,4.635,4.635,Renaissance Architecture,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Friedman, David",900020702,,,,,,N,Not for graduate credit,,,8,8,,N,,N,86CD649591970327E0440003BACE90BC,5/8/01 0:00,8,4.6351998FA,N
0046420001998FA,4.6421998FA,0046420001998FA,4.6421998FA,1998FA,4,4,Architecture,4.642,4.642,4,4,Architecture,4.642,4.642,Adv Study: Modern Art,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Dietrich, Dorothy",DDIET4,,,,,,H,Higher level graduate program,,,8,8,,N,,N,86CD649591990327E0440003BACE90BC,5/8/01 0:00,8,4.6421998FA,Y
0046580001998FA,4.6581998FA,0046580001998FA,4.6581998FA,1998FA,4,4,Architecture,4.658,4.658,4,4,Architecture,4.658,4.658,Adv Study in Modern Arch,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Caso, Renee",900018588,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD6495919B0327E0440003BACE90BC,5/8/01 0:00,0,4.6581998FA,Y
0046620001998FA,4.6621998FA,0046620001998FA,4.6621998FA,1998FA,4,4,Architecture,4.662,4.662,4,4,Architecture,4.662,4.662,Adv Study: Hist of Urban Form,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Friedman, David",900020702,,,,,,H,Higher level graduate program,,,6,6,,N,,N,86CD6495919E0327E0440003BACE90BC,5/8/01 0:00,6,4.6621998FA,Y
004370L011998FA,4.3701998FA,004370L011998FA,4.3701998FA,1998FA,4,4,Architecture,4.37,4.37,4,4,Architecture,4.37,4.37,Interrogative Design Wkshp,L01,N,Y,N,N,N,4,Architecture,Architecture and Planning,,,W EVE (7-10 PM),N51-348,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495916C0327E0440003BACE90BC,5/8/01 0:00,0,4.3701998FA,N
0043900001998FA,4.3901998FA,0043900001998FA,4.3901998FA,1998FA,4,4,Architecture,4.39,4.39,4,4,Architecture,4.39,4.39,Vis Arts Independent Studio,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Levine, Edward",900021411,,,,,,H,Higher level graduate program,,,5,5,,N,,N,86CD649591700327E0440003BACE90BC,5/8/01 0:00,5,4.3901998FA,Y
0042090001998FA,4.2091998FA,0042090001998FA,4.2091998FA,1998FA,4,4,Architecture,4.209,4.209,4,4,Architecture,4.209,4.209,Spec Prob: Computation & Arch,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Stiny, George",900041207,,,,,,H,Higher level graduate program,,,6,6,,N,,N,86CD649591400327E0440003BACE90BC,5/8/01 0:00,6,4.2091998FA,Y
0042290001998FA,4.2291998FA,0042290001998FA,4.2291998FA,1998FA,4,4,Architecture,4.229,4.229,4,4,Architecture,4.229,4.229,Architectural Design Seminar,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Caso, Renee",900018588,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649591470327E0440003BACE90BC,5/8/01 0:00,0,4.2291998FA,Y
004231L011998FA,4.2311998FA,004231L011998FA,4.2311998FA,1998FA,4,4,Architecture,4.231,4.231,4,4,Architecture,4.231,4.231,Architecture & Urban Contexts,L01,N,Y,N,N,N,4,Architecture,Architecture and Planning,,,M9.30-12.30,,,,,H,Higher level graduate program,,,,,,N,,N,86CD649591480327E0440003BACE90BC,5/8/01 0:00,0,4.2311998FA,N
004238L011998FA,4.2381998FA,004238L011998FA,4.2381998FA,1998FA,4,4,Architecture,4.238,4.238,4,4,Architecture,4.238,4.238,Spec Prob: Non-Western Archit,L01,N,Y,N,N,N,4,Architecture,Architecture and Planning,,,T10-1,,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495914A0327E0440003BACE90BC,5/8/01 0:00,0,4.2381998FA,Y
004242L011998FA,4.2421998FA,004242L011998FA,4.2421998FA,1998FA,4,4,Architecture,4.242,4.242,4,4,Architecture,4.242,4.242,Advanced Seminar in City Form,L01,N,Y,N,N,N,4,Architecture,Architecture and Planning,,,F12-2, 10-401,J,Joint subject,"4.242, 11.331",H,Higher level graduate program,,,,,,N,,N,86CD6495914C0327E0440003BACE90BC,5/8/01 0:00,0,4.2421998FA,Y
0042500001998FA,4.2501998FA,0110010001998FA,11.0011998FA,1998FA,11,11,Urban Studies and Planning,11.001,11.001,4,4,Architecture,4.25,4.25,Intro to Urban Design & Devel,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Vale, Lawrence",900024145,,,J,Joint subject,"4.250, 11.001",N,Not for graduate credit,,,11,11,35,N,,N,86CD649592DF0327E0440003BACE90BC,5/8/01 0:00,11,4.2501998FA,N
0042530001998FA,4.2531998FA,0113020001998FA,11.3021998FA,1998FA,11,11,Urban Studies and Planning,11.302,11.302,4,4,Architecture,4.253,4.253,Urban Design Politics,0,Y,N,N,N,N,4,Architecture,Architecture and Planning,"Vale, Lawrence",900024145,,,J,Joint subject,"4.253, 11.302",H,Higher level graduate program,,,2,2,10,N,,N,86CD649592F30327E0440003BACE90BC,5/8/01 0:00,2,4.2531998FA,N
004270L011998FA,4.2701998FA,004270L011998FA,4.2701998FA,1998FA,4,4,Architecture,4.27,4.27,4,4,Architecture,4.27,4.27,Intro to Shape Grammars I,L01,N,Y,N,N,N,4,Architecture,Architecture and Planning,,,T2-5,  1-242,,,,G,Graduate program,,,,,,N,,N,86CD649591510327E0440003BACE90BC,5/8/01 0:00,0,4.2701998FA,N
004273L011998FA,4.2731998FA,004273L011998FA,4.2731998FA,1998FA,4,4,Architecture,4.273,4.273,4,4,Architecture,4.273,4.273,Intro to Design Inquiry,L01,N,Y,N,N,N,4,Architecture,Architecture and Planning,,,MW2.30-5,  1-136,,,,G,Graduate program,,,,,,N,,N,86CD649591530327E0440003BACE90BC,5/8/01 0:00,0,4.2731998FA,N
005A110001998FA,5.A111998FA,005A110001998FA,5.A111998FA,1998FA,5,5,Chemistry,5.A11,  5.A11,5,5,Chemistry,5.A11,  5.A11,Chemistry of the Environment,0,Y,N,N,N,N,5,Chemistry,Science,,,,,,,,N,Not for graduate credit,,,11,11,,N,,N,86CD649591C50327E0440003BACE90BC,5/8/01 0:00,11,5.A111998FA,N
006013R011998FA,6.0131998FA,006013R011998FA,6.0131998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.013,6.013,6,6,Electrical Eng & Computer Sci,6.013,6.013,Electromagnetic Fields &Energy,R01,N,N,N,Y,N,6,Electrical Eng & Computer Sci,Engineering,,,WF10, 34-303,,,,N,Not for graduate credit,,,,,,N,,N,86CD649591D00327E0440003BACE90BC,5/8/01 0:00,0,6.0131998FA,N
00807L011998FA,8.071998FA,00807L011998FA,8.071998FA,1998FA,8,8,Physics,8.07,8.07,8,8,Physics,8.07,8.07,Electromagnetism II,L01,N,Y,N,N,N,8,Physics,Science,,,TR9.30-11,  4-270,,,,N,Not for graduate credit,,,,,,N,,N,86CD649590490327E0440003BACE90BC,5/8/01 0:00,0,8.071998FA,N
007012R161998FA,7.0121998FA,007012R161998FA,7.0121998FA,1998FA,7,7,Biology,7.012,7.012,7,7,Biology,7.012,7.012,Introductory Biology,R16,N,N,N,Y,N,7,Biology,Science,,,TR12(REC STARTS SEPT 5), 36-154,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495925B0327E0440003BACE90BC,5/8/01 0:00,0,7.0121998FA,N
00703R011998FA,7.031998FA,00703R011998FA,7.031998FA,1998FA,7,7,Biology,7.03,7.03,7,7,Biology,7.03,7.03,Genetics,R01,N,N,N,Y,N,7,Biology,Science,,,R11, 66-154,,,,N,Not for graduate credit,,,,,,N,,N,86CD649590330327E0440003BACE90BC,5/8/01 0:00,0,7.031998FA,N
00703R131998FA,7.031998FA,00703R131998FA,7.031998FA,1998FA,7,7,Biology,7.03,7.03,7,7,Biology,7.03,7.03,Genetics,R13,N,N,N,Y,N,7,Biology,Science,,,W3, 26-204,,,,N,Not for graduate credit,,,,,,N,,N,86CD649590330327E0440003BACE90BC,5/8/01 0:00,0,7.031998FA,N
00715L011998FA,7.151998FA,00715L011998FA,7.151998FA,1998FA,7,7,Biology,7.15,7.15,7,7,Biology,7.15,7.15,Biotechnology I,L01,N,Y,N,N,N,7,Biology,Science,,,*1ST MTG 1 PM SEPT 3 68-121,,,,,N,Not for graduate credit,,,,,,N,,N,86CD649590360327E0440003BACE90BC,5/8/01 0:00,0,7.151998FA,N
00720R031998FA,7.201998FA,00720R031998FA,7.201998FA,1998FA,7,7,Biology,7.2,7.2,7,7,Biology,7.2,7.2,Human Physiology,R03,N,N,N,Y,N,7,Biology,Science,,,W10, 66-160,,,,N,Not for graduate credit,,,,,,N,,N,86CD649590380327E0440003BACE90BC,5/8/01 0:00,0,7.201998FA,N
0073400001998FA,7.3401998FA,0073400001998FA,7.3401998FA,1998FA,7,7,Biology,7.34,7.34,7,7,Biology,7.34,7.34,Advanced Undergrad Seminar,0,Y,N,N,N,N,7,Biology,Science,,,,,,,,N,Not for graduate credit,,,8,8,,N,,N,86CD6495925C0327E0440003BACE90BC,5/8/01 0:00,8,7.3401998FA,Y
007343R011998FA,7.3431998FA,007343R011998FA,7.3431998FA,1998FA,7,7,Biology,7.343,7.343,7,7,Biology,7.343,7.343,Advanced Undergraduate Seminar,R01,N,N,N,Y,N,7,Biology,Science,,,R4, 68-274,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495925F0327E0440003BACE90BC,5/8/01 0:00,0,7.3431998FA,Y
0066010001998FA,6.6011998FA,0066010001998FA,6.6011998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.601,6.601,6,6,Electrical Eng & Computer Sci,6.601,6.601,"Fields, Forces & Motion",0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Lang, Jeffrey",900010037,,,,,,G,Graduate program,,,0,,,N,,N,86CD649592050327E0440003BACE90BC,5/8/01 0:00,0,6.6011998FA,N
006630L011998FA,6.6301998FA,006630L011998FA,6.6301998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.63,6.63,6,6,Electrical Eng & Computer Sci,6.63,6.63,Electromagnetic Waves,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR4-5.30,  4-231,,,,H,Higher level graduate program,,,,,,N,,N,86CD649592060327E0440003BACE90BC,5/8/01 0:00,0,6.6301998FA,N
006651L011998FA,6.6511998FA,008613L011998FA,8.6131998FA,1998FA,8,8,Physics,8.613,8.613,6,6,Electrical Eng & Computer Sci,6.651,6.651,Intro to Plasma Physics I,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR11-12.30, 34-303,J,Joint subject,"6.651, 8.613, 22.611",H,Higher level graduate program,,,,,,N,,N,86CD649592900327E0440003BACE90BC,5/8/01 0:00,0,6.6511998FA,N
0067200001998FA,6.7201998FA,0067200001998FA,6.7201998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.72,6.72,6,6,Electrical Eng & Computer Sci,6.72,6.72,Integrated Microelectr Devices,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Del Alamo, Jesus",900029152,,,,,,G,Graduate program,,,37,37,,N,,N,86CD649592090327E0440003BACE90BC,5/8/01 0:00,37,6.7201998FA,N
006720R011998FA,6.7201998FA,006720R011998FA,6.7201998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.72,6.72,6,6,Electrical Eng & Computer Sci,6.72,6.72,Integrated Microelectr Devices,R01,N,N,N,Y,N,6,Electrical Eng & Computer Sci,Engineering,,,F1, 36-839,,,,G,Graduate program,,,,,,N,,N,86CD649592090327E0440003BACE90BC,5/8/01 0:00,0,6.7201998FA,N
006775L011998FA,6.7751998FA,006775L011998FA,6.7751998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.775,6.775,6,6,Electrical Eng & Computer Sci,6.775,6.775,Design of Analog MOS LSI,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR11-12.30, 34-304,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495920D0327E0440003BACE90BC,5/8/01 0:00,0,6.7751998FA,N
00805R011998FA,8.051998FA,00805R011998FA,8.051998FA,1998FA,8,8,Physics,8.05,8.05,8,8,Physics,8.05,8.05,Quantum Physics II,R01,N,N,N,Y,N,8,Physics,Science,,,TR11, 12-122,,,,N,Not for graduate credit,,,,,,N,,N,86CD649590480327E0440003BACE90BC,5/8/01 0:00,0,8.051998FA,N
006805L011998FA,6.8051998FA,006805L011998FA,6.8051998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.805,6.805,6,6,Electrical Eng & Computer Sci,6.805,6.805,Ethics& Law on Electr Frontier,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR1-2.30, 34-302,J,Joint subject,"6.805, STS.085",N,Not for graduate credit,,,,,,N,,N,86CD649592100327E0440003BACE90BC,5/8/01 0:00,0,6.8051998FA,N
006821R011998FA,6.8211998FA,006821R011998FA,6.8211998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.821,6.821,6,6,Electrical Eng & Computer Sci,6.821,6.821,Programming Languages,R01,N,N,N,Y,N,6,Electrical Eng & Computer Sci,Engineering,,,F12, 36-372,,,,H,Higher level graduate program,,,,,,N,,N,86CD649592110327E0440003BACE90BC,5/8/01 0:00,0,6.8211998FA,N
0068270001998FA,6.8271998FA,0068270001998FA,6.8271998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.827,6.827,6,6,Electrical Eng & Computer Sci,6.827,6.827,Parallelism: Langs & Compilers,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Arvind,",900036564,,,,,,H,Higher level graduate program,,,30,30,,N,,N,86CD649592120327E0440003BACE90BC,5/8/01 0:00,30,6.8271998FA,N
006835L011998FA,6.8351998FA,006835L011998FA,6.8351998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.835,6.835,6,6,Electrical Eng & Computer Sci,6.835,6.835,Concurrent Sys for Artif Intel,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR2, 24-407,,,,H,Higher level graduate program,,,,,,N,,N,86CD649592130327E0440003BACE90BC,5/8/01 0:00,0,6.8351998FA,N
006835R031998FA,6.8351998FA,006835R031998FA,6.8351998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.835,6.835,6,6,Electrical Eng & Computer Sci,6.835,6.835,Concurrent Sys for Artif Intel,R03,N,N,N,Y,N,6,Electrical Eng & Computer Sci,Engineering,,,M3, 24-112,,,,H,Higher level graduate program,,,,,,N,,N,86CD649592130327E0440003BACE90BC,5/8/01 0:00,0,6.8351998FA,N
006837L011998FA,6.8371998FA,006837L011998FA,6.8371998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.837,6.837,6,6,Electrical Eng & Computer Sci,6.837,6.837,Computer Graphics,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR2.30-4,  3-270,,,,G,Graduate program,,,,,,N,,N,86CD649592140327E0440003BACE90BC,5/8/01 0:00,0,6.8371998FA,N
0068480001998FA,6.8481998FA,0184350001998FA,18.4351998FA,1998FA,18,18,Mathematics,18.435,18.435,6,6,Electrical Eng & Computer Sci,6.848,6.848,Parallel & VLSI Computation,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Leighton, F",900022142,,,J,Joint subject,"6.848, 18.435",H,Higher level graduate program,,,46,46,52,N,,N,86CD649594D50327E0440003BACE90BC,5/8/01 0:00,46,6.8481998FA,N
0068540001998FA,6.8541998FA,0184150001998FA,18.4151998FA,1998FA,18,18,Mathematics,18.415,18.415,6,6,Electrical Eng & Computer Sci,6.854,6.854,Advanced Algorithms,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Jonsson, Joanne",900002298,,,J,Joint subject,"6.854, 18.415",H,Higher level graduate program,,,15,15,17,N,,N,86CD649594D30327E0440003BACE90BC,5/8/01 0:00,15,6.8541998FA,N
0068660001998FA,6.8661998FA,0068660001998FA,6.8661998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.866,6.866,6,6,Electrical Eng & Computer Sci,6.866,6.866,Machine Vision,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Horn, Berthold",900008344,,,,,,H,Higher level graduate program,,,28,28,,N,,N,86CD649592180327E0440003BACE90BC,5/8/01 0:00,28,6.8661998FA,N
0068750001998FA,6.8751998FA,0068750001998FA,6.8751998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.875,6.875,6,6,Electrical Eng & Computer Sci,6.875,6.875,Cryptography & Cryptanalysis,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Micali, Silvio",900029302,,,J,Joint subject,"6.875, 18.425",H,Higher level graduate program,,,37,37,42,N,,N,86CD649592190327E0440003BACE90BC,5/8/01 0:00,37,6.8751998FA,N
0068950001998FA,6.8951998FA,0068950001998FA,6.8951998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.895,6.895,6,6,Electrical Eng & Computer Sci,6.895,6.895,Spec Topics: Computer Sciences,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Guttag, John",900019000,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD6495921E0327E0440003BACE90BC,5/8/01 0:00,0,6.8951998FA,Y
0068980001998FA,6.8981998FA,0068980001998FA,6.8981998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.898,6.898,6,6,Electrical Eng & Computer Sci,6.898,6.898,Spec Topics: Computer Sciences,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Guttag, John",900019000,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649592210327E0440003BACE90BC,5/8/01 0:00,0,6.8981998FA,Y
006901L011998FA,6.9011998FA,003172L011998FA,3.1721998FA,1998FA,3,3,Materials Science and Eng,3.172,3.172,6,6,Electrical Eng & Computer Sci,6.901,6.901,Inventions & Patents,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,M EVE (7-10 PM), 37-212,S,SWE: School-Wide Electives,"3.172, 6.901, 16.652, 22.084",N,Not for graduate credit,,,,,,N,,N,86CD6495910D0327E0440003BACE90BC,5/8/01 0:00,0,6.9011998FA,N
006552L011998FA,6.5521998FA,006552L011998FA,6.5521998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.552,6.552,6,6,Electrical Eng & Computer Sci,6.552,6.552,Auditory Systems: Perception,L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR1-2.30, 36-144,J,Joint subject,"6.552, HST.716",H,Higher level graduate program,,,,,,N,,N,86CD649592040327E0440003BACE90BC,5/8/01 0:00,0,6.5521998FA,N
006566L011998FA,6.5661998FA,HST585L011998FA,HST.5851998FA,1998FA,HST,HST,Health Sciences & Technology,HST.585,HST.585,6,6,Electrical Eng & Computer Sci,6.566,6.566,"Biosensors,Signal Proc, Biomed",L01,N,Y,N,N,N,6,Electrical Eng & Computer Sci,Engineering,,,TR9.30-11, 26-168,J,Joint subject,"6.566, HST.585",H,Higher level graduate program,,,,,,N,,N,86CD649596430327E0440003BACE90BC,5/8/01 0:00,0,6.5661998FA,N
0060020001998FA,6.0021998FA,0060020001998FA,6.0021998FA,1998FA,6,6,Electrical Eng & Computer Sci,6.002,6.002,6,6,Electrical Eng & Computer Sci,6.002,6.002,Circuits & Electronics,0,Y,N,N,N,N,6,Electrical Eng & Computer Sci,Engineering,"Lang, Jeffrey",900010037,,,,,,N,Not for graduate credit,,,217,217,,N,,N,86CD649591CB0327E0440003BACE90BC,5/8/01 0:00,217,6.0021998FA,N
