Hierarchy Type,Link Type Code,Link Type,Dlc Key,Dlc Code,Linked Object Key,Linked Object Code
Compact DLC Hierarchy,FC,Standard Funds Center,D_LIT,D_LIT,FC204443,FC204443
Standard Hierarchy,FC,Standard Funds Center,D_LIT,D_LIT,FC_LIT05,FC_LIT05
Compact DLC Hierarchy,FC,Standard Funds Center,D_LIT,D_LIT,FC_LIT08,FC_LIT08
Standard Hierarchy,FC,Standard Funds Center,D_LIT,D_LIT,FC_LIT09,FC_LIT09
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_LIT,D_LIT,PCMIT-0052-001,PCMIT-0052
Standard Hierarchy,SIS,Student Systems Unit,D_LIT,D_LIT,21L,21L
Compact DLC Hierarchy,FC,Standard Funds Center,D_MTA,D_MTA,FC100088,FC100088
Compact DLC Hierarchy,FC,Standard Funds Center,D_MTA,D_MTA,FC101013,FC101013
Standard Hierarchy,FC,Standard Funds Center,D_MTA,D_MTA,FC101013,FC101013
Compact DLC Hierarchy,FC,Standard Funds Center,D_MTA,D_MTA,FC202240,FC202240
Compact DLC Hierarchy,FC,Standard Funds Center,D_MTA,D_MTA,FC205487,FC205487
Standard Hierarchy,FC,Standard Funds Center,D_POLSCI,D_POLSCI,FC200094,FC200094
Compact DLC Hierarchy,FC,Standard Funds Center,D_POLSCI,D_POLSCI,FC202294,FC202294
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC203522,FC203522
Standard Hierarchy,FC,Standard Funds Center,D_ISN,D_ISN,FC205604,FC205604
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_ENDICOTT,D_ENDICOTT,P872500-001,P872500
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_ENDICOTT,D_ENDICOTT,P872510-001,P872510
Standard Hierarchy,BAG,NIMBUS B.A.G.,D_IS&T,D_IS&T,266,266
Compact DLC Hierarchy,BAG,NIMBUS B.A.G.,D_IS&T,D_IS&T,285,285
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC100700,FC100700
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101101,FC101101
Compact DLC Hierarchy,FC,Standard Funds Center,D_ISN,D_ISN,FC205610,FC205610
Compact DLC Hierarchy,FC,Standard Funds Center,D_ISN,D_ISN,FC205611,FC205611
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101705,FC101705
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101709,FC101709
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101712,FC101712
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101716,FC101716
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101717,FC101717
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101718,FC101718
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101719,FC101719
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101722,FC101722
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101730,FC101730
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101731,FC101731
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101733,FC101733
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101738,FC101738
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101738,FC101738
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101741,FC101741
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC101748,FC101748
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205079,FC205079
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205082,FC205082
Standard Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205086,FC205086
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205087,FC205087
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205092,FC205092
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205093,FC205093
Standard Hierarchy,FC,Standard Funds Center,D_MATHS,D_MATHS,FC208863,FC208863
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205098,FC205098
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205112,FC205112
Standard Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205112,FC205112
Standard Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205116,FC205116
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205151,FC205151
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205153,FC205153
Standard Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205160,FC205160
Standard Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205161,FC205161
Standard Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205169,FC205169
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205188,FC205188
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205190,FC205190
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401208,FC401208
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC203534,FC203534
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC203797,FC203797
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC204181,FC204181
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC204211,FC204211
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC204212,FC204212
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC205863,FC205863
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC205864,FC205864
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC205881,FC205881
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC206927,FC206927
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC206928,FC206928
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC206928,FC206928
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC400293,FC400293
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC400294,FC400294
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC400517,FC400517
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM01,FC_CHEM01
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM02,FC_CHEM02
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM07,FC_CHEM07
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM10,FC_CHEM10
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM11,FC_CHEM11
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM14,FC_CHEM14
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM17,FC_CHEM17
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM21,FC_CHEM21
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM21,FC_CHEM21
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM31,FC_CHEM31
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM33,FC_CHEM33
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM42,FC_CHEM42
Standard Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM47,FC_CHEM47
Compact DLC Hierarchy,FC,Standard Funds Center,D_CHEM,D_CHEM,FC_CHEM51,FC_CHEM51
Standard Hierarchy,ORGU,Old Org. Unit,D_STS,D_STS,097000,097000
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_STS,D_STS,PCMIT-0055-001,PCMIT-0055
Compact DLC Hierarchy,FC,Standard Funds Center,D_ANTHRO,D_ANTHRO,FC101201,FC101201
Standard Hierarchy,FC,Standard Funds Center,D_ANTHRO,D_ANTHRO,FC202285,FC202285
Compact DLC Hierarchy,FC,Standard Funds Center,D_ANTHRO,D_ANTHRO,FC202286,FC202286
Standard Hierarchy,FC,Standard Funds Center,D_ANTHRO,D_ANTHRO,FC202287,FC202287
Standard Hierarchy,FC,Standard Funds Center,D_ANTHRO,D_ANTHRO,FC202288,FC202288
Standard Hierarchy,ORGU,Old Org. Unit,D_ANTHRO,D_ANTHRO,093200,093200
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_ANTHRO,D_ANTHRO,PCMIT-0047-001,PCMIT-0047
Compact DLC Hierarchy,FC,Standard Funds Center,D_BATES,D_BATES,FC203003,FC203003
Compact DLC Hierarchy,FC,Standard Funds Center,D_BATES,D_BATES,FC203010,FC203010
Compact DLC Hierarchy,FC,Standard Funds Center,D_BATES,D_BATES,FC203015,FC203015
Compact DLC Hierarchy,FC,Standard Funds Center,D_BATES,D_BATES,FC203023,FC203023
Compact DLC Hierarchy,FC,Standard Funds Center,D_BATES,D_BATES,FC_BATES11,FC_BATES11
Standard Hierarchy,FC,Standard Funds Center,D_MATHS,D_MATHS,FC208481,FC208481
Standard Hierarchy,FC,Standard Funds Center,D_PEP,D_PEP,FC400870,FC400870
Standard Hierarchy,FC,Standard Funds Center,D_PEP,D_PEP,FC400872,FC400872
Standard Hierarchy,FC,Standard Funds Center,D_PEP,D_PEP,FC400873,FC400873
Standard Hierarchy,FC,Standard Funds Center,D_PEP,D_PEP,FC400876,FC400876
Standard Hierarchy,FC,Standard Funds Center,D_SUTD,D_SUTD,FC_SUTD25,FC_SUTD25
Compact DLC Hierarchy,FC,Standard Funds Center,D_SUTD,D_SUTD,FC208384,FC208384
Compact DLC Hierarchy,FC,Standard Funds Center,D_CGCS,D_CGCS,FC206321,FC206321
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC101827,FC101827
Compact DLC Hierarchy,ORG2,New Org. Unit,D_ARCH,D_ARCH,O10004133,10004133
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_IS&T,D_IS&T,PCMIT-0327-001,PCMIT-0327
Standard Hierarchy,FC,Standard Funds Center,D_CSR,D_CSR,FC100118,FC100118
Compact DLC Hierarchy,FC,Standard Funds Center,D_CSR,D_CSR,FC200305,FC200305
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401211,FC401211
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401211,FC401211
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401212,FC401212
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401215,FC401215
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401223,FC401223
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401226,FC401226
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401227,FC401227
Standard Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401234,FC401234
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401236,FC401236
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC401239,FC401239
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC_IS&T07,FC_IS&T07
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC_IS&T13,FC_IS&T13
Standard Hierarchy,FC,Standard Funds Center,D_MCGOVERN,D_MCGOVERN,FC_MCGOVERN28,FC_MCGOVERN28
Standard Hierarchy,ORG2,New Org. Unit,D_IS&T,D_IS&T,O10002058,10002058
Standard Hierarchy,FC,Standard Funds Center,D_CSR,D_CSR,FC200952,FC200952
Compact DLC Hierarchy,FC,Standard Funds Center,D_CSR,D_CSR,FC200985,FC200985
Standard Hierarchy,FC,Standard Funds Center,D_CSR,D_CSR,FC200985,FC200985
Compact DLC Hierarchy,FC,Standard Funds Center,D_MAGLAB,D_MAGLAB,FC202554,FC202554
Standard Hierarchy,FC,Standard Funds Center,D_MAGLAB,D_MAGLAB,FC202554,FC202554
Standard Hierarchy,FC,Standard Funds Center,D_MAGLAB,D_MAGLAB,FC202556,FC202556
Compact DLC Hierarchy,FC,Standard Funds Center,D_MAGLAB,D_MAGLAB,FC202558,FC202558
Standard Hierarchy,FC,Standard Funds Center,D_MAGLAB,D_MAGLAB,FC400154,FC400154
Standard Hierarchy,FC,Standard Funds Center,D_MAGLAB,D_MAGLAB,FC_MAGLAB08,FC_MAGLAB08
Compact DLC Hierarchy,ORG2,New Org. Unit,D_SLP,D_SLP,O10002887,10002887
Standard Hierarchy,FC,Standard Funds Center,D_OEL,D_OEL,FC103054,FC103054
Standard Hierarchy,ORGU,Old Org. Unit,D_DEFUNCT,D_DEFUNCT,405701,405701
Compact DLC Hierarchy,ORGU,Old Org. Unit,D_SLP,D_SLP,441380,441380
Compact DLC Hierarchy,ORG2,New Org. Unit,D_DSL:HQ,D_DSL:HQ,O10000749,10000749
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC100575,FC100575
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC101288,FC101288
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC101803,FC101803
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC102400,FC102400
Standard Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC203759,FC203759
Standard Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC203764,FC203764
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC203765,FC203765
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC203768,FC203768
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC203774,FC203774
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC203776,FC203776
Compact DLC Hierarchy,FC,Standard Funds Center,D_MECHE,D_MECHE,FC203777,FC203777
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS003,FC_EECS003
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS005,FC_EECS005
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS006,FC_EECS006
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS017,FC_EECS017
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS018,FC_EECS018
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS024,FC_EECS024
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS033,FC_EECS033
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS039,FC_EECS039
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC_EECS039,FC_EECS039
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC200495,FC200495
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC200610,FC200610
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC200646,FC200646
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC200649,FC200649
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC200698,FC200698
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC200764,FC200764
Standard Hierarchy,FC,Standard Funds Center,D_SPEC,D_SPEC,FC206907,FC206907
Compact DLC Hierarchy,FC,Standard Funds Center,D_SPEC,D_SPEC,FC207007,FC207007
Compact DLC Hierarchy,FC,Standard Funds Center,D_SPEC,D_SPEC,FC_SPEC,FC_SPEC
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_SPEC,D_SPEC,PCMIT-0083-001,PCMIT-0083
Compact DLC Hierarchy,FC,Standard Funds Center,D_CRE,D_CRE,FC400788,FC400788
Standard Hierarchy,FC,Standard Funds Center,D_CRE,D_CRE,FC400788,FC400788
Standard Hierarchy,FC,Standard Funds Center,D_CRE,D_CRE,FC_CRE,FC_CRE
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_CRE,D_CRE,PCMIT-0006-001,PCMIT-0006
Compact DLC Hierarchy,SIS,Student Systems Unit,D_CRE,D_CRE,RED,RED
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEANARCH,D_DEANARCH,FC202290,FC202290
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEANARCH,D_DEANARCH,FC202292,FC202292
Compact DLC Hierarchy,FC,Standard Funds Center,D_DUSP,D_DUSP,FC101653,FC101653
Compact DLC Hierarchy,FC,Standard Funds Center,D_DUSP,D_DUSP,FC102144,FC102144
Compact DLC Hierarchy,FC,Standard Funds Center,D_DUSP,D_DUSP,FC205958,FC205958
Compact DLC Hierarchy,FC,Standard Funds Center,D_DUSP,D_DUSP,FC205959,FC205959
Standard Hierarchy,FC,Standard Funds Center,D_DUSP,D_DUSP,FC205960,FC205960
Compact DLC Hierarchy,FC,Standard Funds Center,D_EIP,D_EIP,FC_EIP,FC_EIP
Standard Hierarchy,FC,Standard Funds Center,D_EIP,D_EIP,FC_EIP,FC_EIP
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC100811,FC100811
Standard Hierarchy,FC,Standard Funds Center,D_MITES,D_MITES,FC400048,FC400048
Compact DLC Hierarchy,FC,Standard Funds Center,D_MITES,D_MITES,FC_MITES,FC_MITES
Compact DLC Hierarchy,BAG,NIMBUS B.A.G.,D_ISP,D_ISP,273,273
Compact DLC Hierarchy,FC,Standard Funds Center,D_ISP,D_ISP,FC100613,FC100613
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC_LGO,FC_LGO
Compact DLC Hierarchy,FC,Standard Funds Center,D_DUSP,D_DUSP,FC208774,FC208774
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC_LGO01,FC_LGO01
Compact DLC Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC206845,FC206845
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC_LGO02,FC_LGO02
Standard Hierarchy,ORGU,Old Org. Unit,D_LGO,D_LGO,170000,170000
Compact DLC Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC200585,FC200585
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC200585,FC200585
Standard Hierarchy,FC,Standard Funds Center,D_LIDS,D_LIDS,FC102172,FC102172
Standard Hierarchy,FC,Standard Funds Center,D_LIDS,D_LIDS,FC200507,FC200507
Standard Hierarchy,FC,Standard Funds Center,D_LIDS,D_LIDS,FC201171,FC201171
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC202702,FC202702
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC202706,FC202706
Standard Hierarchy,FC,Standard Funds Center,D_LGO,D_LGO,FC400359,FC400359
Compact DLC Hierarchy,BAG,NIMBUS B.A.G.,D_COMPMED,D_COMPMED,102,102
Standard Hierarchy,FC,Standard Funds Center,D_COMPMED,D_COMPMED,FC101027,FC101027
Compact DLC Hierarchy,FC,Standard Funds Center,D_COMPMED,D_COMPMED,FC202245,FC202245
Standard Hierarchy,FC,Standard Funds Center,D_COMPMED,D_COMPMED,FC_COMPMED,FC_COMPMED
Compact DLC Hierarchy,ORGU,Old Org. Unit,D_COMPMED,D_COMPMED,402100,402100
Standard Hierarchy,ORGU,Old Org. Unit,D_COMPMED,D_COMPMED,402100,402100
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC101306,FC101306
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC101307,FC101307
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC101308,FC101308
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC101678,FC101678
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC101694,FC101694
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC102114,FC102114
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC200697,FC200697
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC200749,FC200749
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC200992,FC200992
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC201106,FC201106
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC201537,FC201537
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202315,FC202315
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202316,FC202316
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202356,FC202356
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202830,FC202830
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202831,FC202831
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202840,FC202840
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202849,FC202849
Compact DLC Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC202866,FC202866
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC201538,FC201538
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC201542,FC201542
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC203556,FC203556
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC203560,FC203560
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC203561,FC203561
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC203564,FC203564
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC203564,FC203564
Compact DLC Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC203575,FC203575
Standard Hierarchy,FC,Standard Funds Center,D_PHYSICS,D_PHYSICS,FC203576,FC203576
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152006-001,P152006
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152006-001,P152006
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152015-001,P152015
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152020-001,P152020
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152022-001,P152022
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152024-001,P152024
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152029-001,P152029
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152031-001,P152031
Compact DLC Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152033-001,P152033
Standard Hierarchy,PMIT,PCMIT-0 Profit Center,D_CHEM,D_CHEM,P152034-001,P152034
Standard Hierarchy,SIS,Student Systems Unit,D_CHEM,D_CHEM,5,5
Compact DLC Hierarchy,BAG,NIMBUS B.A.G.,D_KI,D_KI,078,078
Compact DLC Hierarchy,FC,Standard Funds Center,D_IS&T,D_IS&T,FC400660,FC400660
Compact DLC Hierarchy,FC,Standard Funds Center,D_MATHS,D_MATHS,FC208458,FC208458
Standard Hierarchy,FC,Standard Funds Center,D_SENIOR,D_SENIOR,FC402001,FC402001
Standard Hierarchy,FC,Standard Funds Center,D_SENIOR,D_SENIOR,FC402006,FC402006
Standard Hierarchy,FC,Standard Funds Center,D_SENIOR,D_SENIOR,FC402008,FC402008
Compact DLC Hierarchy,FC,Standard Funds Center,D_SENIOR,D_SENIOR,FC402009,FC402009
Standard Hierarchy,FC,Standard Funds Center,D_SENIOR,D_SENIOR,FC402012,FC402012
Standard Hierarchy,FC,Standard Funds Center,D_SUTD,D_SUTD,FC401495,FC401495
Compact DLC Hierarchy,FC,Standard Funds Center,D_SUTD,D_SUTD,FC401496,FC401496
Standard Hierarchy,FC,Standard Funds Center,D_SUTD,D_SUTD,FC401496,FC401496
Compact DLC Hierarchy,FC,Standard Funds Center,D_SUTD,D_SUTD,FC401497,FC401497
Compact DLC Hierarchy,FC,Standard Funds Center,D_PEP,D_PEP,FC400879,FC400879
Standard Hierarchy,FC,Standard Funds Center,D_PEP,D_PEP,FC400890,FC400890
Compact DLC Hierarchy,FC,Standard Funds Center,D_NUCENG,D_NUCENG,FC209130,FC209130
Standard Hierarchy,FC,Standard Funds Center,D_B&CS,D_B&CS,FC208468,FC208468
Standard Hierarchy,FC,Standard Funds Center,D_EECS,D_EECS,FC208472,FC208472
Standard Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC200306,FC200306
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC200318,FC200318
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC200515,FC200515
Standard Hierarchy,FC,Standard Funds Center,D_SLOAN,D_SLOAN,FC205318,FC205318
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC200835,FC200835
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC200914,FC200914
Standard Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC200914,FC200914
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC201240,FC201240
Standard Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC201404,FC201404
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC201591,FC201591
Standard Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC203201,FC203201
Standard Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC203203,FC203203
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC203204,FC203204
Standard Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC203296,FC203296
Compact DLC Hierarchy,FC,Standard Funds Center,D_DEFUNCT,D_DEFUNCT,FC205470,FC205470
Compact DLC Hierarchy,FC,Standard Funds Center,D_EAPS,D_EAPS,FC101006,FC101006
