Fclt Building Hist Key,Fiscal Period,Fclt Building Key,Building Number,Parent Building Number,Parent Building Name,Parent Building Name Long,Building Name Long,Ext Gross Area,Assignable Area,Non Assignable Area,Site,Campus Sector,Access Level Code,Access Level Name,Building Type,Ownership Type,Building Use,Occupancy Class,Building Height,Cost Center Code,Cost Collector Key,Latitude Wgs,Longitude Wgs,Easting X Spcs,Northing Y Spcs,Building Sort,Building Named For,Building Name,Date Built,Date Acquired,Date Occupied,Warehouse Load Date,Num Of Rooms
N52-201511,201511,N52,N52,"","","",MIT Museum,"103,874.44","71,387.57","21,271.39",MIT,NORTH,2.00,2,ACADEMIC,OWNED,AER,UGA3B,56.80,1855200,1855200,42.36227,-71.09719,"765,031.70746","2,957,298.46033",N52,-,MIT MUSEUM,12/31/24 12:00 AM,04/16/82 12:00 AM,01/01/64 12:00 AM,06/01/15 05:12 AM,324
N57-201511,201511,N57,N57,"","","",Building N57,"46,633.25","41,521.21","2,815.06",MIT,NORTH,2.00,2,SERVICE,OWNED,AER,UGBS1,78.20,1855700,1855700,42.36301,-71.09883,"764,586.83377","2,957,565.55768",N57,-,BUILDING N57,12/31/22 12:00 AM,09/01/80 12:00 AM,"",06/01/15 05:12 AM,52
OC1-201511,201511,OC1,OC1,"","","",Endicott House,"29,214.19","17,229.44","6,961.62",END,OFFCAMPUS,2.00,2,ACADEMIC,OWNED,OTH,UGR1A3,"","","",42.25395,-71.19365,"739,102.39365","2,917,714.92628",OC01,THE ENDICOTT FAMILY,ENDICOTT HOUSE,"",12/24/54 12:00 AM,07/01/55 12:00 AM,06/01/15 05:12 AM,185
OC6-201511,201511,OC6,OC6,"","","",645 Summer Street,"2,200.92","1,282.67",0,BOS,OFFCAMPUS,1.00,1,SERVICE,LEASED,OTH,(NULL),"","","","","","","",OC06,-,645 SUMMER STREET,"","",04/29/08 12:00 AM,06/01/15 05:12 AM,1
W11-201511,201511,W11,W11,"","","",Religious Activities Center,"13,590.41","7,922.29","4,152.3",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,16.40,1831100,1831100,42.35826,-71.09354,"766,025.78985","2,955,841.21883",W11,-,RELIGIOUS ACTIVITIES CENTER,12/31/36 12:00 AM,02/01/66 12:00 AM,01/01/67 12:00 AM,06/01/15 05:12 AM,63
W13-201511,201511,W13,W13,"","","",Bexley Hall,"52,878.95","39,026.29","6,156.84",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,45.80,1345600,1345600,42.35853,-71.0937,"765,981.6923","2,955,940.43088",W13,-,BEXLEY HALL,12/31/12 12:00 AM,12/31/39 12:00 AM,09/01/39 12:00 AM,06/01/15 05:12 AM,150
W15-201511,201511,W15,W15,"","","",MIT Chapel,"5,339.35","2,815.91","1,959.77",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA4,33.20,1831500,1831500,42.35833,-71.09412,"765,866.43793","2,955,864.43638",W15,-,MIT CHAPEL,05/01/54 12:00 AM,"",05/01/55 12:00 AM,06/01/15 05:12 AM,26
W16-201511,201511,W16,W16,"","","",Kresge Auditorium,"42,145.98","20,454.71","17,716.79",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA1A3,50.20,1831600,1831600,42.35813,-71.09506,"765,614.61178","2,955,792.88808",W16,SEBASTIAN S. KRESGE,KRESGE AUDITORIUM,05/01/53 12:00 AM,"",12/31/56 12:00 AM,06/01/15 05:12 AM,93
W20-201511,201511,W20,W20,"","","",Julius Adams Stratton Student Center,"183,162","116,165.53","55,856.44",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3M,75.00,1832000,1832000,42.35904,-71.09477,"765,689.59945","2,956,124.35288",W20,JULIUS ADAMS STRATTON,STRATTON STUDENT CENTER,09/01/63 12:00 AM,"",10/01/65 12:00 AM,06/01/15 05:12 AM,428
W31-201511,201511,W31,W31,"","","",David Flett du Pont Athletic Gymnasium,"71,443.5","53,401.65","9,744.51",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3B,52.60,1833100,1833100,42.35964,-71.09517,"765,582.19012","2,956,340.80705",W31,DAVID FLETT DUPONT,DU PONT ATHLETIC GYMNASIUM,12/31/02 12:00 AM,09/01/57 12:00 AM,09/01/57 12:00 AM,06/01/15 05:12 AM,146
W32-201511,201511,W32,W32,"","","",David Flett du Pont Athletic Center,"46,574.18","26,203.69","15,253.71",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGBA3,36.10,1833200,1833200,42.35937,-71.09513,"765,591.99335","2,956,242.69534",W32,DAVID FLETT DUPONT,DU PONT ATHLETIC CENTER,02/01/58 12:00 AM,"",10/01/59 12:00 AM,06/01/15 05:12 AM,89
W33-201511,201511,W33,W33,"","","",Rockwell Athletic Cage,"34,427.72","32,379.24",594.57,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3,22.80,1833300,1833300,42.3592,-71.09597,"765,365.72624","2,956,180.88855",W33,JOHN ARNOLD ROCKWELL M.D.,ROCKWELL CAGE,07/01/47 12:00 AM,"",06/01/48 12:00 AM,06/01/15 05:12 AM,7
W34-201511,201511,W34,W34,"","","",Johnson Athletics Center,"109,397.67","82,318.33","20,654.76",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3,37.90,1833400,1833400,42.3586,-71.09653,"765,215.96003","2,955,959.32414",W34,HOWARD WESLEY JOHNSON,JOHNSON ATHLETICS CENTER,07/01/79 12:00 AM,"",10/01/80 12:00 AM,06/01/15 05:12 AM,73
W35-201511,201511,W35,W35,"","","",Zesiger Sports & Fitness Center,"122,080.04","76,299.23","36,416.07",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA1A3BH,65.70,1833500,1833500,42.35872,-71.09575,"765,426.41104","2,956,004.01869",W35,ALBERT & BARRIE ZESIGER,SPORTS & FITNESS CENTER,10/01/00 12:00 AM,"",09/01/02 12:00 AM,06/01/15 05:12 AM,219
W45-201511,201511,W45,W45,"","","",West Parking Garage,"186,998.09","180,438.3","3,238.58",MIT,WEST,2.00,2,SERVICE,OWNED,GAR,UGS2,42.10,1834500,1834500,42.35907,-71.0976,"764,925.65477","2,956,130.57693",W45,-,WEST GARAGE,12/31/63 12:00 AM,"",06/01/64 12:00 AM,06/01/15 05:12 AM,27
W51-201511,201511,W51,W51,"","","",Burton-Conner House,"167,922.77","105,084.27","37,556.34",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,72.00,1345900,1345900,42.35597,-71.09812,"764,789.5372","2,955,000.20927",W51,"BURTON, ARTHUR J. CONNER",BURTON-CONNER HOUSE,12/31/27 12:00 AM,12/31/47 12:00 AM,12/31/48 12:00 AM,06/01/15 05:12 AM,683
W53-201511,201511,W53,W53,"","","",J B Carr Indoor Tennis Facility,"25,692.9","24,982.22",0,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,39.00,"","",42.35692,-71.0978,"764,874.46958","2,955,348.20624",W53,JASPER B. CARR,CARR INDOOR TENNIS FACILITY,04/01/71 12:00 AM,"",12/31/71 12:00 AM,06/01/15 05:12 AM,1
W56-201511,201511,W56,W56,"","","",Building W56,"2,835","2,463.75",92.98,MIT,WEST,2.00,2,SERVICE,OWNED,OTH,(NULL),0.00,"","","","","","",W56,-,BUILDING W56,06/18/12 12:00 AM,"","",06/01/15 05:12 AM,16
W57-201511,201511,W57,W57,"","","",Building W57,"2,030.11","1,849.2",30.67,MIT,WEST,2.00,2,SERVICE,OWNED,OTH,(NULL),0.00,"","","","","","",W57,-,BUILDING W57,06/18/12 12:00 AM,"","",06/01/15 05:12 AM,3
W59-201511,201511,W59,W59,"","","",Heinz Building,"36,051.39","24,909.41","6,977.47",MIT,WEST,2.00,2,SERVICE,OWNED,AER,UGB,33.50,1835900,1835900,42.35811,-71.09955,"764,400.30265","2,955,776.82131",W59,-,HEINZ BUILDING,12/31/15 12:00 AM,04/30/68 12:00 AM,12/31/79 12:00 AM,06/01/15 05:12 AM,153
W61-201511,201511,W61,W61,"","","",Frank S MacGregor House,"171,140.48","99,335.26","42,726.77",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,167.50,1347000,1347000,42.35546,-71.09955,"764,405.97842","2,954,813.4258",W61,FRANK S. MACGREGOR,MACGREGOR HOUSE,07/01/68 12:00 AM,"",09/01/70 12:00 AM,06/01/15 05:12 AM,136
W64-201511,201511,W64,W64,"","","",Building W64,"13,367.83","9,321.57","2,817.74",MIT,WEST,2.00,2,SERVICE,OWNED,OTH,(NULL),0.00,"","","","","","",W64,David. H. Koch,BUILDING W64,09/02/13 12:00 AM,"",10/01/13 12:00 AM,06/01/15 05:12 AM,62
W70-201511,201511,W70,W70,"","","",New West Campus Houses,"114,930.31","68,693.54","32,792.85",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,46.90,1347500,1347500,42.35516,-71.10053,"764,140.06982","2,954,702.58429",W70,-,NEW HOUSE,06/01/74 12:00 AM,"",12/31/76 12:00 AM,06/01/15 05:12 AM,13
W71-201511,201511,W71,W71,"","","",Next House,"132,006.46","82,568.84","34,134.47",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,57.50,1347700,1347700,42.3547,-71.10192,"763,765.44724","2,954,534.53087",W71,-,NEXT HOUSE,10/01/79 12:00 AM,"",08/24/81 12:00 AM,06/01/15 05:12 AM,507
W79-201511,201511,W79,W79,"","","",Simmons Hall,"191,189.7","94,212.61","67,667.38",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,100.60,1347600,1347600,42.35711,-71.10152,"763,869.57443","2,955,411.05508",W79,RICHARD P. SIMMONS '53,SIMMONS HALL,12/01/00 12:00 AM,"",08/20/02 12:00 AM,06/01/15 05:12 AM,909
W84-201511,201511,W84,W84,"","","",Tang Residence Hall,"152,314.7","108,737.65","26,785.79",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,240.40,1348500,1348500,42.35435,-71.10348,"763,344.84497","2,954,403.92877",W84,PING YUAN TANG,TANG HALL,11/16/70 12:00 AM,"",12/31/73 12:00 AM,06/01/15 05:12 AM,306
W85-201511,201511,W85,W85,"","","",Westgate  Married Student Housing,"115,603.99","84,270.83","25,211.66",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,167.30,1348000,1348000,42.355,-71.10326,"763,403.67751","2,954,639.62487",W85,-,WESTGATE,01/01/62 12:00 AM,"",08/01/63 12:00 AM,06/01/15 05:12 AM,327
W89-201511,201511,W89,W89,"","","",MIT Police,"14,909.35","7,669.85","4,956.87",MIT,WEST,0.00,0,SERVICE,OWNED,AER,UGB,27.90,1838900,1838900,42.35554,-71.10467,"763,020.16356","2,954,834.93537",W89,-,MIT POLICE,12/31/48 12:00 AM,01/19/01 12:00 AM,03/08/06 12:00 AM,06/01/15 05:12 AM,83
W91-201511,201511,W91,W91,"","","",Information Systems Operations,"35,748.48","20,110.58","11,871.58",MIT,WEST,1.00,1,SERVICE,OWNED,AER,UGB,40.70,1839100,1839100,42.35432,-71.10443,"763,089.02705","2,954,392.46474",W91,-,INFORMATION SYSTEMS OPERATIONS,12/31/47 12:00 AM,"",12/31/49 12:00 AM,06/01/15 05:12 AM,170
W92-201511,201511,W92,W92,"","","",Building W92,"86,521.66","72,020.11","7,904.77",MIT,WEST,2.00,2,ACADEMIC,OWNED,AER,UGB,32.10,1839200,1839200,42.35492,-71.10462,"763,036.44851","2,954,609.73854",W92,-,BUILDING W92,"","",07/01/99 12:00 AM,06/01/15 05:12 AM,360
W98-201511,201511,W98,W98,"","","",600 Memorial Drive,"82,480.74","47,668.89","25,043.7",MIT,WEST,2.00,2,ACADEMIC,OWNED,AER,(NULL),91.00,1839800,1839800,42.35396,-71.10665,"762,489.85176","2,954,255.53273",W98,-,BUILDING W98,"",06/30/08 12:00 AM,"",06/01/15 05:12 AM,511
EE19-201511,201511,EE19,EE19,"","","",Building EE19,"20,514.89","18,402.12",117.63,MIT,"",1.00,1,ACADEMIC,LEASED,(NULL),(NULL),0.00,"","","","","","",EE19,-,BUILDING EE19,03/21/14 12:00 AM,"","",06/01/15 05:12 AM,145
EE20-201511,201511,EE20,EE20,"","","",Building EE20,"31,093.51","28,091.01",424.97,MIT,EASTEAST,3.00,3,ACADEMIC,LEASED,AER,UGB,0.00,"","","","","","",EE20,-,BUILDING EE20,03/21/14 12:00 AM,"","",06/01/15 05:12 AM,144
N16A-201511,201511,N16A,N16A,"","","",Building N16A,"9,766.11",0,"8,652.37",MIT,NORTH,0.00,0,SERVICE,OWNED,OTH,UGU,57.70,"","",42.36124,-71.09438,"765,792.03738","2,956,926.28972",N16A,-,BUILDING N16A,"","","",06/01/15 05:12 AM,11
N16B-201511,201511,N16B,N16B,"","","",Fire Pump House,"1,249.72",0,"1,160.58",MIT,NORTH,0.00,0,SERVICE,OWNED,OTH,UGU,"","","",42.36124,-71.09423,"765,833.84857","2,956,926.21352",N16B,-,FIRE PUMP ROOM,"","","",06/01/15 05:12 AM,5
N16C-201511,201511,N16C,N16C,"","","",Building N16C,"2,925.3",155.39,"2,705.41",MIT,NORTH,0.00,0,SERVICE,OWNED,OTH,UGU,"","","",42.3611,-71.0945,"765,761.41181","2,956,874.05308",N16C,-,BUILDING N16C,"","","",06/01/15 05:12 AM,3
NE18-201511,201511,NE18,NE18,"","","",255 Main Street,"33,044.91","28,995.07",260.02,MIT,NORTHEAST,2.00,2,ACADEMIC,LEASED,AER,UGB,194.70,1861800,1861800,42.36265,-71.08517,"768,278.21793","2,957,450.51043",NE18,-,255 MAIN STREET,"","",04/01/01 12:00 AM,06/01/15 05:12 AM,196
NE25-201511,201511,NE25,NE25,"","","",355 Main Street,"15,375.72","14,460.12",37.84,MIT,NORTHEAST,2.00,2,SERVICE,LEASED,AER,UGB,177.20,1862500,1862500,42.36281,-71.08751,"767,647.41688","2,957,505.82516",NE25,-,355 MAIN STREET,"","",07/01/96 12:00 AM,06/01/15 05:12 AM,108
NE35-201511,201511,NE35,NE35,"","","",145 Broadway,"9,525.85","8,261.03",0,MIT,NORTHEAST,2.00,2,ACADEMIC,LEASED,AER,(NULL),0.00,"","",42.36491,-71.08878,922.3372,922.3372,NE35,-,145 BROADWAY,03/21/14 12:00 AM,"","",06/01/15 05:12 AM,50
NE45-201511,201511,NE45,NE45,"","","",300 Technology Square,"8,049.06","4,586.56",0,MIT,"",2.00,2,ACADEMIC,LEASED,AER,(NULL),0.00,"","","","","","",NE45,-,300 TECHNOLOGY SQUARE,03/21/14 12:00 AM,"","",06/01/15 05:12 AM,24
NE46-201511,201511,NE46,NE46,"","","",400 Technology Square,"9,215.4","7,989.19",239.41,MIT,"",2.00,2,ACADEMIC,LEASED,AER,(NULL),0.00,"","","","","","",NE46,-,400 TECHNOLOGY SQUARE,04/25/14 12:00 AM,"","",06/01/15 05:12 AM,36
NE47-201511,201511,NE47,NE47,"","","",500 Technology Square,"74,098.19","63,702.44","2,118.35",MIT,NORTHEAST,2.00,2,ACADEMIC,LEASED,AER,(NULL),148.00,1854500,1854500,42.36346,-71.09258,"766,274.78568","2,957,738.70843",NE47,-,500 TECHNOLOGY SQUARE,"","","",06/01/15 05:12 AM,263
NE48-201511,201511,NE48,NE48,"","","",700 Technology Square,"8,043.73","6,437.3",797.4,MIT,NORTHEAST,2.00,2,ACADEMIC,LEASED,AER,(NULL),84.40,1854800,1854800,42.36403,-71.09273,"766,234.21735","2,957,945.00622",NE48,-,700 TECHNOLOGY SQUARE,"","","",06/01/15 05:12 AM,52
NE49-201511,201511,NE49,NE49,"","","",600 Technology Square,"71,648.86","66,681.41",349.28,MIT,NORTHEAST,2.00,2,SERVICE,LEASED,AER,(NULL),84.90,1854900,1854900,42.36339,-71.09312,"766,129.53298","2,957,710.84277",NE49,-,600 TECHNOLOGY SQUARE,"","","",06/01/15 05:12 AM,461
NE83-201511,201511,NE83,NE83,"","","",Building 300,"20,795.59","17,407.77",873.91,MIT,"",2.00,2,ACADEMIC,LEASED,AER,UGB,0.00,"","","","","","",NE83,-,BUILDING 300,06/25/14 12:00 AM,"",06/25/14 12:00 AM,06/01/15 05:12 AM,77
NW10-201511,201511,NW10,NW10,"","","",Edgerton House,"132,529.78","82,366.87","31,273.3",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,56.50,1347800,1347800,42.36032,-71.09814,"764,778.56585","2,956,585.69329",NW10,DR. HAROLD E. EDGERTON,EDGERTON HOUSE,12/31/22 12:00 AM,"","",06/01/15 05:12 AM,250
NW12-201511,201511,NW12,NW12,"","","",Nuclear Reactor Laboratory,"49,933.39","34,857.85","9,710.88",MIT,NORTHWEST,0.00,0,ACADEMIC,OWNED,AER,UGB,47.30,1841200,1841200,42.3601,-71.09686,"765,123.30905","2,956,508.19996",NW12,-,NUCLEAR REACTOR LAB,12/31/37 12:00 AM,12/31/55 12:00 AM,12/31/55 12:00 AM,06/01/15 05:12 AM,166
NW13-201511,201511,NW13,NW13,"","","",Building NW13,"61,937.11","47,132.76","9,708.52",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,28.30,1841300,1841300,42.35988,-71.09736,"764,988.8891","2,956,428.06484",NW13,-,BUILDING NW13,12/21/17 12:00 AM,01/01/60 12:00 AM,12/31/63 12:00 AM,06/01/15 05:12 AM,143
NW14-201511,201511,NW14,NW14,"","","",Francis Bitter Magnet Laboratory (NW14),"144,308.29","103,048.64","30,675.76",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,75.70,1841400,1841400,42.35963,-71.0979,"764,844.19426","2,956,335.24659",NW14,DR. FRANCIS BITTER,FRANCIS BITTER MAGNET LAB (NW14),12/31/13 12:00 AM,12/22/58 12:00 AM,09/01/62 12:00 AM,06/01/15 05:12 AM,397
NW15-201511,201511,NW15,NW15,"","","",Francis Bitter Magnet Laboratory (NW15),"16,137.29","14,768.86",277.79,MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGF1,34.20,1841500,1841500,42.35935,-71.09826,"764,747.98736","2,956,231.64432",NW15,DR. FRANCIS BITTER,FRANCIS BITTER MAGNET LAB (NW15),12/01/61 12:00 AM,"",12/31/62 12:00 AM,06/01/15 05:12 AM,11
NW16-201511,201511,NW16,NW16,"","","",Plasma Science And Fusion Center (NW16),"50,148.39","31,346.41","14,440.37",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,34.00,1841600,1841600,42.36003,-71.09872,"764,622.8361","2,956,479.98399",NW16,-,PLASMA SCIENCE & FUSION CENTER (NW16),06/01/80 12:00 AM,04/01/66 12:00 AM,05/01/81 12:00 AM,06/01/15 05:12 AM,171
NW17-201511,201511,NW17,NW17,"","","",Plasma Science And Fusion Center (NW17),"45,397.46","27,673.54","12,292",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,33.80,1841700,1841700,42.35986,-71.09914,"764,507.70102","2,956,415.40348",NW17,-,PLASMA SCIENCE & FUSION CENTER (NW17),12/31/23 12:00 AM,"","",06/01/15 05:12 AM,151
NW20-201511,201511,NW20,NW20,"","","",Albany Street Generator Shelter,"5,784.7","5,291.98",0,MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGF1,28.00,1842000,1842000,42.35928,-71.09847,"764,691.4041","2,956,207.36971",NW20,-,ALBANY ST GENERATOR SHELTER,"","","",06/01/15 05:12 AM,10
NW21-201511,201511,NW21,NW21,"","","",Plasma Science And Fusion Center (NW21),"120,136.72","65,083.46","44,698.29",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,43.60,1842100,1842100,42.35906,-71.09915,"764,508.0171","2,956,126.49393",NW21,-,PLASMA SCIENCE & FUSION CENTER (NW21),12/31/99 12:00 AM,04/01/80 12:00 AM,05/01/80 12:00 AM,06/01/15 05:12 AM,149
NW22-201511,201511,NW22,NW22,"","","",Plasma Science And Fusion Center (NW22),"48,989.17","39,227.55","5,633.88",MIT,NORTHWEST,2.00,2,ACADEMIC,OWNED,AER,UGB,33.70,1842200,1842200,42.35964,-71.09972,"764,351.12835","2,956,335.31199",NW22,-,PLASMA SCIENCE & FUSION CENTER (NW22),"","",01/17/92 12:00 AM,06/01/15 05:12 AM,157
NW30-201511,201511,NW30,NW30,"","","",224 Albany Street,"85,812.19","50,160.21","23,182.63",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,75.00,1348100,1348100,42.35865,-71.09997,"764,285.32651","2,955,973.72159",NW30,-,224 ALBANY STREET,12/31/04 12:00 AM,10/01/58 12:00 AM,11/01/58 12:00 AM,06/01/15 05:12 AM,252
NW35-201511,201511,NW35,NW35,"","","",Ashdown House,"252,835.49","157,640.89","58,073.35",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,60.00,1345770,1345770,42.3588,-71.10144,"763,888.73286","2,956,026.74738",NW35,-,ASHDOWN HOUSE,01/01/08 12:00 AM,"",07/01/08 12:00 AM,06/01/15 05:12 AM,568
NW61-201511,201511,NW61,NW61,"","","",Random Hall,"39,469.53","25,567.13","7,590.42",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,48.30,1347400,1347400,42.36184,-71.09829,"764,735.81396","2,957,141.02766",NW61,-,RANDOM HALL,12/30/99 12:00 AM,"",12/31/68 12:00 AM,06/01/15 05:12 AM,185
NW86-201511,201511,NW86,NW86,"","","",70 Pacific Street Dormitory,"362,686.82","251,368.74","63,800.8",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,106.40,1348300,1348300,42.35972,-71.10222,"763,676.49545","2,956,361.96176",NW86,-,70 PACIFIC STREET DORMITORY,02/01/01 12:00 AM,"",08/01/02 12:00 AM,06/01/15 05:12 AM,710
OC11-201511,201511,OC11,OC11,"","","",1 Summer Street,"8,789.53","6,630.71",0,BOS,OFFCAMPUS,1.00,1,SERVICE,LEASED,AER,(NULL),"",1897100,1897100,"","","","",OC11,-,1 SUMMER STREET BOSTON MA,"","",01/01/08 12:00 AM,06/01/15 05:12 AM,2
OC1A-201511,201511,OC1A,OC1A,"","","",Edward Pennell Brooks Center,"15,136.28","9,683.6","3,351.5",END,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,UGR1A3,"","","",42.25434,-71.19439,"738,903.0968","2,917,857.95057",OC01A,EDWARD PENNELL BROOKS,EDWARD PENNELL BROOKS CENTER,12/31/82 12:00 AM,"",12/31/83 12:00 AM,06/01/15 05:12 AM,115
OC20-201511,201511,OC20,OC20,"","","",8 Tyler Street,"18,705.96","18,190.1",0,SOM,OFFCAMPUS,1.00,1,SERVICE,LEASED,AER,(NULL),0.00,"","","","","","",OC20,-,8 TYLER STREET,03/21/14 12:00 AM,"",02/06/12 12:00 AM,06/01/15 05:12 AM,5
OC21-201511,201511,OC21,OC21,"","","",Wallace Astrophysical Observatory,"3,109.94","2,815.19",0,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGBR3,"","","",42.61043,-71.48397,"660,483.31698","3,047,480.88144",OC21,GEORGE R. WALLACE JR.,WALLACE ASTROPHYSICAL OBSERVATORY,"","",10/14/71 12:00 AM,06/01/15 05:12 AM,16
OC22-201511,201511,OC22,OC22,"","","",Westford Optics Facility (Haystack),881.78,794.16,0.03,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"",1878000,1878000,42.61186,-71.48467,"660,292.40228","3,047,999.88535",OC22,-,WESTFORD OPTICS FACILITY (HAYSTACK),"","","",06/01/15 05:12 AM,3
OC23-201511,201511,OC23,OC23,"","","",Wallace Geophysical Observatory,"2,034.38","1,617.25",0,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"",1878100,1878100,42.61006,-71.48989,"658,888.89276","3,047,344.64548",OC23,GEORGE R. WALLACE JR.,WALLACE GEOPHYSICAL OBSERVATORY,"","",05/20/70 12:00 AM,06/01/15 05:12 AM,6
OC24-201511,201511,OC24,OC24,"","","",Haystack Antenna Facility,"9,060.39","7,042.49",849.63,HAY,OFFCAMPUS,1.00,1,ACADEMIC,LEASED,AER,UGB,"","","",42.61305,-71.49373,"657,854.40782","3,048,434.27866",OC24,-,HAYSTACK ANTENNA FACILITY,"","",01/01/80 12:00 AM,06/01/15 05:12 AM,31
OC25-201511,201511,OC25,OC25,"","","",Haystack Observatory,"42,922.56","32,925.58","4,266.76",HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"","","",42.62335,-71.48824,"659,331.98663","3,052,186.76552",OC25,-,HAYSTACK OBSERVATORY,"","","",06/01/15 05:12 AM,155
OC26-201511,201511,OC26,OC26,"","","",Haystack Atmospheric Sciences Building,"1,396.85","1,220.02",30.67,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"","","",42.61878,-71.49063,"658,688.02823","3,050,520.56256",OC26,-,HAYSTACK ATMOSPHERIC SCIENCES BUILDING,"","","",06/01/15 05:12 AM,10
OC31-201511,201511,OC31,OC31,"","","",Katahdin Hill 1,"21,163.64","13,246.98","5,884.84",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC31,-,KATAHDIN HILL 1,"","","",06/01/15 05:12 AM,95
OC32-201511,201511,OC32,OC32,"","","",Lexington Field House,"18,635.38","14,812.52","2,425.79",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC32,-,LEXINGTON FIELD HOUSE,"","","",06/01/15 05:12 AM,19
OC33-201511,201511,OC33,OC33,"","","",Annex 3,"12,421.75","8,671.97","2,463.49",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC33,-,ANNEX 3,"","","",06/01/15 05:12 AM,37
OC35-201511,201511,OC35,OC35,"","","",Annex V,"25,834.27","16,761.01","6,385.23",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC35,-,ANNEX V,"","","",06/01/15 05:12 AM,91
OC36-201511,201511,OC36,OC36,"","","",Annex 6,"6,910.33","4,364.63","1,851.64",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC36,-,ANNEX 6,"","","",06/01/15 05:12 AM,28
W61F-201510,201510,W61F,W61F,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing F),"12,611.59","8,337.02","1,778.93",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61F,"",MACGREGOR HOUSE (F),"","","",05/01/15 05:12 AM,102
W61G-201510,201510,W61G,W61G,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing G),"12,942.63","9,430.07","1,289.78",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61G,"",MACGREGOR HOUSE (G),"","","",05/01/15 05:12 AM,99
W61H-201510,201510,W61H,W61H,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing H),"13,259.73","9,390.22","1,564.62",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61H,"",MACGREGOR HOUSE (H),"","","",05/01/15 05:12 AM,103
W61J-201510,201510,W61J,W61J,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing J),"9,271.12","6,133.88","1,247.18",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61J,"",MACGREGOR HOUSE (J),"","","",05/01/15 05:12 AM,75
